Agent_Age,Agent_Rating,Weather,Traffic,Vehicle,Area,distance,hour_of_day,weekday,Delivery_Time
37,4.4,Fog,Jam ,scooter ,Metropolitian ,0.09899494936611203,19,6,220
28,4.3,Windy,Low ,motorcycle ,Urban ,0.04242640687119446,22,5,125
25,4.1,Stormy,Medium ,motorcycle ,Metropolitian ,0.15556349186103965,18,5,180
39,4.7,Stormy,Low ,motorcycle ,Metropolitian ,0.18384776310850237,23,6,140
21,4.9,Cloudy,High ,van,Urban ,0.028284271247468833,11,0,135
22,4.3,Cloudy,Jam ,van,Metropolitian ,0.09899494936611203,20,6,210
34,3.6,Fog,Low ,scooter ,Metropolitian ,0.1979898987322341,23,4,170
23,4.7,Sandstorms,Medium ,scooter ,Metropolitian ,0.0848528137423864,17,6,135
39,4.4,Fog,Jam ,scooter ,Metropolitian ,0.15556349186103965,21,2,205
31,4.8,Windy,Low ,motorcycle ,Urban ,0.1838484702166502,23,4,22
33,4.6,Windy,High ,motorcycle ,Metropolitian ,0.056568542494928875,14,1,130
27,4.8,Cloudy,Low ,motorcycle ,Metropolitian ,0.18384776310849843,22,0,115
38,4.9,Sandstorms,Jam ,motorcycle ,Metropolitian ,0.12727922061358338,22,5,255
27,4.9,Windy,Jam ,motorcycle ,Metropolitian ,0.11313708498984519,21,4,130
27,4.6,Sunny,Medium ,motorcycle ,Urban ,0.15556349186104046,17,6,105
22,4.8,Cloudy,Jam ,scooter ,Metropolitian ,0.07071067811865074,21,4,105
38,4.8,Cloudy,Low ,motorcycle ,Urban ,0.12727922061358088,22,6,190
32,4.4,Sandstorms,Jam ,motorcycle ,Metropolitian ,0.08485281374238891,21,3,165
20,4.9,Sunny,Medium ,motorcycle ,Metropolitian ,0.05656854249491757,15,4,115
26,5.0,Stormy,Medium ,scooter ,Urban ,0.0565685424949238,15,4,115
26,4.9,Stormy,Low ,motorcycle ,Urban ,0.12727922061358088,22,1,120
21,4.6,Stormy,Medium ,motorcycle ,Metropolitian ,0.07071067811865074,19,3,105
31,4.8,Sandstorms,Low ,scooter ,Urban ,0.09899494936611666,23,4,16
26,4.9,Fog,Medium ,motorcycle ,Metropolitian ,0.15556349186103965,18,3,185
23,4.7,Sunny,Jam ,van,Metropolitian ,0.08485281374238891,21,6,70
26,4.9,Stormy,Medium ,scooter ,Metropolitian ,0.04242640687119446,18,0,120
22,4.8,Stormy,Low ,motorcycle ,Metropolitian ,0.08485281374238571,22,5,95
24,4.3,Sandstorms,Low ,motorcycle ,Metropolitian ,0.014142135623734417,8,3,75
39,4.8,Cloudy,Jam ,motorcycle ,Metropolitian ,0.12727922061358088,20,5,235
21,4.9,Sandstorms,Low ,scooter ,Metropolitian ,0.014142135623735673,9,3,80
33,4.6,Sandstorms,Low ,van,Urban ,0.12727922061357855,23,5,85
35,4.8,Fog,Medium ,motorcycle ,Metropolitian ,0.07071067811865325,18,0,90
26,4.6,Fog,Medium ,motorcycle ,Metropolitian ,0.12727922061357083,17,5,135
20,4.6,Cloudy,Low ,scooter ,Metropolitian ,0.1838477631084997,23,0,100
24,4.8,Sandstorms,Low ,scooter ,Urban ,0.028284271247458786,9,0,60
39,4.0,Sandstorms,Jam ,scooter ,Metropolitian ,0.07071067811865199,21,3,160
32,4.6,Sunny,Medium ,scooter ,Metropolitian ,0.1131370849898477,17,3,125
33,4.8,Fog,Medium ,scooter ,Metropolitian ,0.15556349186103965,17,2,220
39,4.6,Fog,High ,motorcycle ,Metropolitian ,0.056568542494928875,13,6,135
37,4.1,Sandstorms,Low ,motorcycle ,Metropolitian ,0.014142135623733162,8,2,165
20,4.7,Sandstorms,Medium ,motorcycle ,Metropolitian ,0.11313708498984645,18,3,120
21,4.5,Cloudy,Medium ,motorcycle ,Metropolitian ,0.11313708498984519,17,4,170
39,4.3,Windy,High ,motorcycle ,Metropolitian ,0.0282842712474619,12,4,160
22,4.9,Windy,Jam ,motorcycle ,Metropolitian ,0.15556349186103965,21,5,170
37,4.5,Stormy,Jam ,motorcycle ,Metropolitian ,0.1131370849898477,20,6,36
30,4.6,Sunny,Low ,motorcycle ,Metropolitian ,0.15556349186103965,23,5,140
32,4.6,Sandstorms,Low ,van,Urban ,0.01414213562373095,9,1,125
34,4.7,Windy,Low ,scooter ,Urban ,0.1131370849898565,23,3,75
39,4.4,Sunny,Jam ,motorcycle ,Metropolitian ,0.15556349186103965,20,2,31
31,4.9,Windy,Jam ,motorcycle ,Metropolitian ,0.04242640687118441,21,0,165
30,4.6,Windy,Low ,motorcycle ,Urban ,0.11313708498984519,22,1,130
33,4.7,Stormy,Low ,motorcycle ,Urban ,0.09899494936611203,23,4,105
35,3.7,Stormy,Jam ,scooter ,Metropolitian ,0.09899494936611203,19,1,36
21,4.8,Sandstorms,Low ,van,Metropolitian ,0.09899494936611203,22,5,17
36,4.8,Fog,Low ,van,Other,0.014142135623733162,8,6,85
24,4.5,Fog,Medium ,van,Metropolitian ,0.0848528137423864,17,3,65
30,3.7,Sandstorms,Jam ,scooter ,Metropolitian ,0.11313708498985775,20,4,165
26,4.1,Sunny,High ,motorcycle ,Metropolitian ,0.05656854249492762,13,1,240
38,4.1,Sunny,Jam ,motorcycle ,Metropolitian ,0.1131370849898477,19,4,200
34,4.9,Sandstorms,Medium ,motorcycle ,Metropolitian ,0.04242640687119446,18,1,150
21,2.8,Sunny,Low ,van,Metropolitian ,0.09899494936610952,23,0,175
20,4.8,Fog,Medium ,motorcycle ,Urban ,0.07071067811865074,17,4,135
38,4.6,Windy,Medium ,van,Metropolitian ,0.05656854249491757,15,4,140
20,4.9,Sandstorms,Medium ,motorcycle ,Metropolitian ,0.15556349186103965,17,5,145
24,4.8,Windy,Jam ,van,Metropolitian ,0.12727922061358088,20,6,100
39,5.0,Cloudy,Medium ,scooter ,Metropolitian ,0.07071067811865325,18,5,75
38,4.9,Fog,Jam ,motorcycle ,Metropolitian ,0.09899494936612209,21,5,205
34,4.7,Sunny,Medium ,motorcycle ,Metropolitian ,0.0565685424949238,15,4,105
39,4.0,Stormy,Medium ,scooter ,Metropolitian ,0.05656854249493013,16,6,160
36,4.9,Sunny,Low ,scooter ,Metropolitian ,0.014142135623733162,10,3,60
38,4.4,Cloudy,Medium ,motorcycle ,Metropolitian ,0.08485281374238891,18,1,165
39,4.2,Sunny,Medium ,motorcycle ,Metropolitian ,0.11313708498984645,18,2,165
25,4.5,Sandstorms,Jam ,scooter ,Metropolitian ,0.08485281374238766,20,3,145
36,4.8,Fog,High ,motorcycle ,Metropolitian ,0.05656854249493013,14,4,150
23,4.6,Stormy,Jam ,scooter ,Urban ,0.1838477631085085,19,2,110
23,5.0,Stormy,Medium ,scooter ,Metropolitian ,0.15556349186103965,17,4,130
37,4.1,Stormy,Jam ,van,Metropolitian ,0.1131370849898476,19,5,165
38,4.4,Stormy,Medium ,scooter ,Urban ,0.04242640687119446,17,0,165
33,4.8,Sandstorms,Low ,motorcycle ,Metropolitian ,0.1131370849898477,22,6,130
31,4.5,Windy,Low ,motorcycle ,Metropolitian ,0.0282842712474619,8,1,100
29,4.6,Sunny,Medium ,motorcycle ,Metropolitian ,0.183847763108511,18,5,120
21,4.9,Stormy,Medium ,scooter ,Metropolitian ,0.09899494936611666,19,2,90
36,4.9,Fog,Jam ,motorcycle ,Metropolitian ,0.1555634918610409,19,2,230
38,4.8,Stormy,Jam ,scooter ,Metropolitian ,0.09899494936612209,21,1,25
23,4.6,Windy,Jam ,scooter ,Metropolitian ,0.0848528137423864,20,6,70
22,4.7,Cloudy,Low ,motorcycle ,Urban ,0.04242640687119446,23,5,115
22,4.7,Sandstorms,Low ,scooter ,Urban ,0.04242640687118441,22,3,50
30,4.7,Sandstorms,Low ,motorcycle ,Metropolitian ,0.014142135623725625,11,0,115
38,4.3,Sunny,Medium ,motorcycle ,Metropolitian ,0.15556349186103965,17,5,195
22,4.6,Sunny,Medium ,motorcycle ,Metropolitian ,0.15556349186103965,19,5,90
20,5.0,Fog,Low ,motorcycle ,Metropolitian ,0.07071067811866204,22,3,17
33,3.5,Cloudy,Low ,scooter ,Metropolitian ,0.15556349186103965,23,6,175
22,4.8,Fog,Low ,motorcycle ,Urban ,0.042426406871191945,23,2,80
29,4.8,Cloudy,Jam ,motorcycle ,Metropolitian ,0.1131370849898477,20,3,215
29,4.9,Sunny,High ,scooter ,Metropolitian ,0.05656854249491883,13,0,65
20,4.8,Stormy,Medium ,scooter ,Metropolitian ,0.11313708498984519,18,4,140
24,5.0,Sunny,High ,scooter ,Metropolitian ,0.028284271247461298,11,6,95
23,4.5,Stormy,Medium ,van,Metropolitian ,0.0424264068711932,18,4,140
20,4.8,Windy,Medium ,van,Urban ,0.07071067811865477,18,5,120
21,4.7,Stormy,Jam ,van,Metropolitian ,0.15556349186103965,20,6,90
35,4.6,Sunny,Jam ,scooter ,Metropolitian ,0.0848528137423864,21,3,90
20,4.6,Windy,Low ,scooter ,Metropolitian ,0.01414213562373095,10,4,85
35,4.0,Fog,Low ,motorcycle ,Metropolitian ,0.15556349186104046,23,0,220
21,4.7,Stormy,Jam ,motorcycle ,Metropolitian ,0.1131370849898565,20,4,115
36,4.5,Windy,Jam ,motorcycle ,Metropolitian ,0.12727922061358088,21,2,205
29,4.8,Stormy,Medium ,scooter ,Urban ,0.05656854249493013,16,6,100
27,4.9,Windy,High ,scooter ,Metropolitian ,0.028284271247460042,11,0,125
27,4.9,Stormy,Medium ,scooter ,Metropolitian ,0.0707106781186633,17,2,110
34,4.3,Windy,High ,motorcycle ,Metropolitian ,0.014142135623733162,11,5,165
29,4.7,Windy,Jam ,motorcycle ,Metropolitian ,0.15556349186103965,21,6,100
26,4.8,Fog,Low ,motorcycle ,Metropolitian ,0.028284271247458786,11,3,95
35,4.9,Fog,Medium ,motorcycle ,Metropolitian ,0.09899494936611203,18,0,215
25,5.0,Fog,Medium ,scooter ,Metropolitian ,0.18384776310849843,18,6,170
35,4.5,Sandstorms,Low ,motorcycle ,Metropolitian ,0.028284271247458786,8,1,130
26,4.7,Cloudy,Medium ,motorcycle ,Metropolitian ,0.05656854249491757,15,4,145
29,4.7,Fog,Low ,van,Metropolitian ,0.09899494936612209,23,3,100
38,5.0,Sandstorms,Low ,motorcycle ,Metropolitian ,0.07071067811866204,22,4,110
30,4.9,Fog,Medium ,motorcycle ,Metropolitian ,0.18384705600307885,17,1,180
39,4.9,Windy,Low ,scooter ,Metropolitian ,0.01414213562373095,9,6,120
21,4.9,Windy,Low ,motorcycle ,Metropolitian ,0.11313708498985524,23,2,70
38,4.9,Sunny,Jam ,scooter ,Urban ,0.09899494936612209,20,1,145
20,5.0,Stormy,Jam ,scooter ,Metropolitian ,0.1555634918610409,21,1,130
32,4.3,Sandstorms,Low ,motorcycle ,Metropolitian ,0.028284271247468833,10,1,145
25,4.6,Sunny,Jam ,motorcycle ,Metropolitian ,0.09899494936611203,20,6,120
36,4.8,Cloudy,Low ,scooter ,Urban ,0.014142135623725625,9,0,75
29,4.8,Windy,High ,scooter ,Urban ,0.05656854249492762,13,3,75
25,4.8,Windy,Medium ,scooter ,Metropolitian ,0.12727922061358088,17,2,80
33,4.8,Sunny,Jam ,motorcycle ,Urban ,0.07071067811865325,19,6,75
26,4.9,Sandstorms,Medium ,motorcycle ,Urban ,0.1838477631085085,18,3,80
21,4.6,Stormy,Medium ,scooter ,Metropolitian ,0.12727922061358088,19,6,90
31,4.8,Stormy,High ,scooter ,Metropolitian ,0.05656854249492762,15,5,145
36,4.7,Sunny,Jam ,scooter ,Metropolitian ,0.07071067811865477,21,3,85
32,4.4,Fog,Jam ,motorcycle ,Other,0.18384776310849843,20,0,190
35,4.9,Sunny,Medium ,scooter ,Metropolitian ,0.07071067811865325,17,5,90
20,4.8,Windy,Jam ,motorcycle ,Metropolitian ,0.1555634918610409,20,4,100
39,4.8,Sunny,Medium ,motorcycle ,Metropolitian ,0.15556349186103965,18,2,160
39,5.0,Sunny,Low ,scooter ,Metropolitian ,0.014142135623735673,8,4,18
29,4.0,Stormy,Low ,motorcycle ,Urban ,0.014142135623735673,9,4,125
37,4.5,Cloudy,Jam ,motorcycle ,Metropolitian ,0.1555634918610409,19,1,240
26,4.6,Stormy,Jam ,scooter ,Metropolitian ,0.09899494936610952,19,2,145
37,4.9,Fog,Jam ,scooter ,Metropolitian ,0.15556349186104046,20,4,190
25,4.5,Windy,Low ,motorcycle ,Urban ,0.04242640687119446,0,4,50
20,5.0,Cloudy,Medium ,motorcycle ,Urban ,0.056568542494920084,16,4,80
29,4.9,Fog,Jam ,motorcycle ,Metropolitian ,0.1838477631085085,20,0,180
25,4.6,Sandstorms,Medium ,scooter ,Urban ,0.183847763108511,18,3,90
29,4.8,Cloudy,Low ,scooter ,Urban ,0.028284271247468833,10,3,75
28,4.7,Fog,Low ,scooter ,Metropolitian ,0.0707106781186633,22,0,80
22,4.9,Cloudy,Jam ,motorcycle ,Semi-Urban ,0.15556349186103965,20,2,230
38,4.8,Windy,Low ,van,Urban ,0.028284271247468833,9,4,100
34,4.7,Stormy,High ,scooter ,Metropolitian ,0.05656854249492762,13,3,125
30,4.1,Sandstorms,Low ,motorcycle ,Metropolitian ,0.07071067811865325,22,1,150
37,4.3,Sandstorms,Medium ,scooter ,Metropolitian ,0.12727922061357208,18,2,175
34,3.5,Fog,Low ,scooter ,Metropolitian ,0.12727922061358088,23,6,175
37,3.8,Windy,Jam ,scooter ,Metropolitian ,0.18384776310850096,20,1,175
21,4.9,Sunny,High ,scooter ,Urban ,0.014142135623735673,12,2,65
33,4.1,Fog,Low ,scooter ,Metropolitian ,0.183847763108511,22,4,195
36,3.7,Sandstorms,Jam ,scooter ,Metropolitian ,0.12727922061358088,19,2,210
29,4.9,Sandstorms,Low ,scooter ,Urban ,0.014142135623733162,10,6,65
35,4.7,Sunny,Low ,scooter ,Other,0.028284271247458786,11,6,75
30,4.6,Cloudy,Medium ,scooter ,Metropolitian ,0.07071067811865074,18,2,90
34,3.8,Windy,Jam ,scooter ,Metropolitian ,0.18384776310849843,21,5,200
27,4.8,Fog,Low ,scooter ,Other,0.014142135623725625,8,1,80
33,4.9,Sandstorms,Jam ,motorcycle ,Metropolitian ,0.07071067811865325,22,4,145
27,4.7,Fog,Jam ,motorcycle ,Metropolitian ,0.07071067811865325,21,6,145
28,4.4,Sandstorms,Low ,motorcycle ,Urban ,0.028284271247458786,9,5,75
27,4.1,Fog,Jam ,scooter ,Metropolitian ,0.07071067811865325,20,3,155
23,4.8,Sunny,Jam ,scooter ,Metropolitian ,0.11313708498984645,21,5,100
25,5.0,Stormy,Low ,scooter ,Urban ,0.014141428534622264,8,2,70
24,4.9,Sunny,Jam ,scooter ,Urban ,0.12727922061358088,20,2,55
29,5.0,Sunny,Jam ,motorcycle ,Metropolitian ,0.11313708498984519,20,2,115
26,4.8,Windy,Jam ,motorcycle ,Metropolitian ,0.12727922061358088,19,6,125
38,4.2,Cloudy,Jam ,motorcycle ,Urban ,0.1555634918610409,19,0,205
37,4.6,Fog,Low ,scooter ,Urban ,0.028284271247468833,8,5,15
37,4.7,Sandstorms,Jam ,motorcycle ,Metropolitian ,0.1131370849898565,19,0,225
39,4.9,Sandstorms,Jam ,motorcycle ,Urban ,0.18384776310850237,21,6,195
25,4.9,Stormy,Medium ,van,Metropolitian ,0.05656854249491757,16,4,105
39,4.1,Stormy,Jam ,motorcycle ,Urban ,0.18384776310849843,19,4,270
30,4.6,Stormy,Low ,van,Metropolitian ,0.028284271247458786,10,5,110
21,4.3,Fog,High ,motorcycle ,Metropolitian ,0.0282842712474619,11,5,165
32,4.6,Stormy,Low ,scooter ,Metropolitian ,0.014142135623724367,11,6,140
30,4.8,Sunny,Low ,motorcycle ,Urban ,0.1555634918610409,22,0,140
22,4.6,Fog,High ,scooter ,Urban ,0.014142135623735673,11,1,150
35,4.8,Fog,Jam ,motorcycle ,Metropolitian ,0.15556349186103965,19,5,240
34,4.7,Sandstorms,Medium ,motorcycle ,Metropolitian ,0.08485281374238766,18,6,37
38,4.7,Sandstorms,Low ,van,Metropolitian ,0.014142135623735673,10,0,135
30,4.6,Sunny,Medium ,motorcycle ,Metropolitian ,0.1131370849898477,18,6,160
32,4.9,Sandstorms,Low ,motorcycle ,Metropolitian ,0.09899494936611203,0,4,27
24,4.4,Cloudy,Jam ,motorcycle ,Urban ,0.11313708498984645,19,0,215
25,4.0,Sandstorms,Medium ,motorcycle ,Metropolitian ,0.1838477631085085,18,2,185
38,4.9,Fog,Low ,scooter ,Metropolitian ,0.014142135623734417,8,1,75
32,3.5,Sandstorms,Jam ,motorcycle ,Urban ,0.1555634918610409,21,2,160
23,4.6,Sunny,Jam ,motorcycle ,Metropolitian ,0.12727922061358088,19,2,165
38,4.3,Sunny,Jam ,motorcycle ,Metropolitian ,0.11313708498984519,20,4,215
22,4.4,Stormy,High ,motorcycle ,Urban ,0.05656854249492762,15,5,195
28,4.8,Stormy,Jam ,motorcycle ,Metropolitian ,0.09899494936612209,20,2,130
34,4.7,Fog,Low ,motorcycle ,Urban ,0.014142135623734417,10,3,85
39,4.9,Stormy,Low ,motorcycle ,Metropolitian ,0.04242640687118441,23,3,145
39,4.8,Fog,Jam ,motorcycle ,Metropolitian ,0.0707106781186633,20,5,150
37,5.0,Cloudy,Low ,motorcycle ,Metropolitian ,0.014142135623734417,9,4,115
26,4.9,Fog,Low ,van,Urban ,0.08485281374237762,0,5,70
20,4.5,Stormy,Jam ,motorcycle ,Urban ,0.07071067811865325,20,2,125
37,4.6,Sunny,Medium ,van,Urban ,0.0565685424949238,15,1,90
24,4.5,Fog,Low ,van,Urban ,0.042426406871192854,22,4,50
33,4.6,Cloudy,Low ,motorcycle ,Metropolitian ,0.028284271247458786,10,4,140
38,4.0,Sandstorms,Jam ,scooter ,Urban ,0.07071067811865199,21,3,160
29,4.6,Windy,Medium ,scooter ,Metropolitian ,0.15556349186103965,18,1,90
37,3.5,Stormy,Medium ,scooter ,Metropolitian ,0.11313708498984519,17,5,190
32,4.1,Sandstorms,Jam ,van,Metropolitian ,0.04242640687119446,21,2,170
36,4.6,Fog,High ,motorcycle ,Metropolitian ,0.014141428534632313,11,0,130
21,4.9,Sunny,Low ,motorcycle ,Metropolitian ,0.014142135623725625,8,0,90
26,4.7,Stormy,High ,motorcycle ,Urban ,0.05656854249491757,13,1,115
22,4.6,Sandstorms,Medium ,scooter ,Metropolitian ,0.15556349186103965,17,5,135
26,4.7,Windy,Low ,motorcycle ,Metropolitian ,0.014142135623725625,8,6,65
21,4.7,Sandstorms,Medium ,scooter ,Metropolitian ,0.05656854249491757,15,0,100
37,4.8,Cloudy,High ,motorcycle ,Metropolitian ,0.014142135623733162,11,2,140
28,4.8,Sandstorms,Medium ,motorcycle ,Metropolitian ,0.07071067811865325,17,3,140
35,4.8,Sunny,Medium ,scooter ,Other,0.05656854249491757,16,0,80
29,4.5,Windy,Jam ,van,Metropolitian ,0.08485281374237635,21,5,145
22,4.8,Windy,Medium ,van,Metropolitian ,0.056568542494920084,16,5,29
33,4.2,Fog,Jam ,motorcycle ,Urban ,0.08485281374238571,20,1,170
21,4.8,Stormy,Jam ,motorcycle ,Metropolitian ,0.08485281374238891,20,3,150
39,4.7,Sunny,Jam ,scooter ,Metropolitian ,0.1838477631084997,19,1,85
29,4.6,Windy,High ,motorcycle ,Metropolitian ,0.0565685424949238,13,3,135
35,4.5,Stormy,Jam ,scooter ,Metropolitian ,0.12727922061358088,20,4,135
32,4.1,Sandstorms,High ,motorcycle ,Urban ,0.028284271247458786,11,4,170
38,4.8,Cloudy,Medium ,scooter ,Metropolitian ,0.0848528137423864,18,3,85
36,4.0,Sunny,Medium ,motorcycle ,Metropolitian ,0.18384776310849843,17,4,155
20,5.0,Sunny,Medium ,motorcycle ,Metropolitian ,0.04242640687119446,17,3,50
35,4.3,Windy,Low ,motorcycle ,Metropolitian ,0.014142135623724367,10,6,140
20,4.7,Stormy,High ,motorcycle ,Metropolitian ,0.014142135623723113,12,5,23
21,4.7,Cloudy,Jam ,scooter ,Metropolitian ,0.15556349186103965,21,3,200
21,4.7,Cloudy,Jam ,motorcycle ,Metropolitian ,0.09899494936611203,21,2,165
31,4.2,Cloudy,Medium ,scooter ,Metropolitian ,0.09899494936612209,17,6,215
30,4.8,Cloudy,Jam ,scooter ,Metropolitian ,0.12727922061358088,19,0,235
39,4.6,Stormy,Low ,motorcycle ,Metropolitian ,0.01414213562373095,10,5,115
36,4.8,Fog,High ,scooter ,Metropolitian ,0.028284271247458786,11,5,150
31,4.7,Fog,Jam ,motorcycle ,Metropolitian ,0.04242640687119446,19,1,145
25,4.3,Sandstorms,Low ,motorcycle ,Metropolitian ,0.0424264068711932,22,5,28
30,4.4,Stormy,Medium ,motorcycle ,Metropolitian ,0.15556349186103965,18,4,155
39,4.7,Stormy,Medium ,motorcycle ,Metropolitian ,0.15556349186103965,17,2,140
29,4.5,Sandstorms,Medium ,motorcycle ,Metropolitian ,0.15556349186104046,17,2,100
22,4.8,Windy,Medium ,van,Metropolitian ,0.056568542494928875,16,5,125
35,4.4,Cloudy,Jam ,scooter ,Metropolitian ,0.18384776310849843,20,2,38
37,4.5,Cloudy,Low ,motorcycle ,Urban ,0.11313708498984519,0,2,145
31,4.0,Windy,Jam ,motorcycle ,Metropolitian ,0.15556349186103965,19,2,185
34,4.8,Sunny,Jam ,scooter ,Metropolitian ,0.18384776310849843,19,4,150
20,4.9,Windy,Low ,motorcycle ,Urban ,0.07071067811866204,22,2,55
24,4.8,Fog,High ,motorcycle ,Metropolitian ,0.05656854249491757,13,1,135
38,4.8,Windy,Jam ,van,Metropolitian ,0.12727922061357855,21,2,140
30,4.1,Windy,Medium ,motorcycle ,Metropolitian ,0.05656854249492762,15,2,170
22,4.8,Sunny,Medium ,motorcycle ,Metropolitian ,0.12727922061358088,18,3,70
31,4.6,Sunny,Jam ,scooter ,Metropolitian ,0.18384776310850237,19,4,100
38,4.7,Cloudy,High ,motorcycle ,Metropolitian ,0.0565685424949238,12,6,160
20,4.7,Windy,High ,motorcycle ,Metropolitian ,0.056568542494928875,12,2,140
31,4.9,Windy,Jam ,scooter ,Metropolitian ,0.09899494936612209,19,2,150
24,4.6,Fog,Jam ,motorcycle ,Metropolitian ,0.09899494936612209,21,2,175
26,4.5,Fog,Medium ,motorcycle ,Urban ,0.08485281374238766,17,1,145
31,4.9,Cloudy,Low ,scooter ,Urban ,0.028284271247458786,10,5,19
25,4.8,Windy,Jam ,motorcycle ,Metropolitian ,0.15556349186103965,20,5,140
23,4.8,Sunny,High ,motorcycle ,Urban ,0.014142135623723113,11,1,55
26,4.8,Windy,Medium ,motorcycle ,Metropolitian ,0.08485281374238891,18,4,21
32,4.1,Stormy,Jam ,motorcycle ,Metropolitian ,0.1131370849898477,21,2,230
29,4.9,Stormy,Jam ,motorcycle ,Metropolitian ,0.18384776310850237,20,4,26
38,4.3,Sandstorms,Jam ,motorcycle ,Urban ,0.07071067811865325,20,6,155
25,4.8,Stormy,Low ,motorcycle ,Urban ,0.014142135623725625,9,5,14
34,4.2,Sandstorms,Jam ,motorcycle ,Metropolitian ,0.12727922061357083,20,5,180
32,4.6,Windy,Medium ,motorcycle ,Metropolitian ,0.08485281374237887,18,5,135
28,4.5,Cloudy,Medium ,motorcycle ,Metropolitian ,0.1131370849898477,18,5,150
36,4.0,Cloudy,Medium ,scooter ,Metropolitian ,0.1131370849898477,17,5,220
38,4.8,Fog,Medium ,scooter ,Metropolitian ,0.12727922061358088,17,4,210
20,4.9,Cloudy,Jam ,scooter ,Metropolitian ,0.09899494936610952,20,3,190
37,4.8,Windy,Medium ,motorcycle ,Metropolitian ,0.11313708498985775,18,6,135
23,4.7,Cloudy,Medium ,motorcycle ,Urban ,0.08485281374238766,17,0,120
21,4.9,Stormy,Jam ,scooter ,Metropolitian ,0.12727922061358088,20,6,120
32,4.7,Windy,Jam ,motorcycle ,Metropolitian ,0.11313708498984519,19,4,205
37,4.9,Cloudy,Low ,motorcycle ,Urban ,0.028284271247468833,10,3,120
29,4.9,Stormy,Low ,motorcycle ,Metropolitian ,0.18384705600307885,23,1,70
28,4.8,Windy,Medium ,motorcycle ,Metropolitian ,0.0848528137423864,17,4,80
22,4.7,Cloudy,Low ,scooter ,Metropolitian ,0.12727922061358088,23,6,135
39,4.2,Stormy,Jam ,van,Metropolitian ,0.08485281374238891,19,3,155
36,4.8,Cloudy,High ,scooter ,Metropolitian ,0.05656854249493013,12,6,140
24,4.9,Stormy,High ,scooter ,Other,0.028284271247458786,11,2,50
38,3.8,Sunny,Jam ,motorcycle ,Metropolitian ,0.1131370849898477,20,1,170
33,4.8,Stormy,Low ,scooter ,Metropolitian ,0.09899494936611203,22,4,105
35,4.8,Windy,Low ,scooter ,Urban ,0.15556349186103965,23,5,120
26,5.0,Cloudy,Medium ,motorcycle ,Urban ,0.04242640687119446,17,3,65
27,4.9,Fog,Low ,motorcycle ,Metropolitian ,0.12727922061358088,22,4,145
28,4.6,Fog,Jam ,scooter ,Urban ,0.0848528137423864,21,1,140
28,3.3,Sunny,Low ,scooter ,Metropolitian ,0.09899494936612209,22,6,210
31,4.2,Windy,High ,motorcycle ,Urban ,0.0565685424949238,14,1,205
27,4.8,Sunny,Low ,motorcycle ,Metropolitian ,0.04242640687119446,22,3,90
28,5.0,Windy,Low ,motorcycle ,Urban ,0.0848521066385533,23,6,60
33,4.1,Sandstorms,Low ,motorcycle ,Metropolitian ,0.08485281374238571,23,5,145
25,4.5,Stormy,Medium ,scooter ,Metropolitian ,0.05656854249492762,15,6,100
35,4.7,Cloudy,Jam ,motorcycle ,Metropolitian ,0.1555634918610409,19,0,230
24,4.2,Fog,Jam ,scooter ,Urban ,0.12727922061358088,22,2,195
27,4.5,Stormy,Jam ,motorcycle ,Urban ,0.042426406871191945,20,1,70
35,4.7,Fog,Medium ,motorcycle ,Metropolitian ,0.12727922061357083,18,6,46
27,4.9,Sunny,Jam ,scooter ,Metropolitian ,0.04242640687119446,19,5,90
36,4.5,Fog,Jam ,motorcycle ,Metropolitian ,50.94976853397408,20,6,150
31,5.0,Sunny,High ,van,Metropolitian ,0.05656854249492762,15,6,16
26,4.8,Fog,High ,motorcycle ,Metropolitian ,0.05656854249491757,13,3,150
28,4.7,Sunny,Medium ,motorcycle ,Metropolitian ,0.0424264068711932,18,5,85
36,4.1,Stormy,Medium ,scooter ,Metropolitian ,0.05656854249491757,15,0,155
33,4.7,Sandstorms,Jam ,van,Metropolitian ,0.07071067811865477,20,4,29
35,4.7,Fog,Jam ,motorcycle ,Metropolitian ,0.09899494936610952,21,5,53
23,4.8,Cloudy,Medium ,motorcycle ,Urban ,0.1131370849898477,17,3,37
20,4.1,Windy,Low ,motorcycle ,Metropolitian ,0.07071067811865325,23,0,85
35,4.3,Stormy,Jam ,motorcycle ,Metropolitian ,0.15556349186103965,19,5,225
31,4.3,Fog,Medium ,motorcycle ,Metropolitian ,0.12727922061357855,19,0,220
28,4.9,Sandstorms,High ,motorcycle ,Metropolitian ,0.028284271247468833,11,2,120
36,5.0,Sandstorms,Jam ,motorcycle ,Metropolitian ,0.15556349186103965,19,2,150
25,4.7,Cloudy,Jam ,scooter ,Other,0.04242640687119446,19,1,145
23,4.9,Windy,High ,van,Metropolitian ,0.05656783539256769,12,0,130
27,4.7,Cloudy,Low ,motorcycle ,Urban ,0.07071067811865074,23,0,50
31,4.6,Cloudy,Jam ,motorcycle ,Metropolitian ,0.09899494936612209,21,4,255
21,4.2,Stormy,Low ,motorcycle ,Other,0.028284271247458786,9,6,100
33,4.6,Fog,Medium ,van,Metropolitian ,0.1838477631084997,18,1,200
31,4.8,Cloudy,Jam ,motorcycle ,Urban ,0.08485281374238766,19,4,130
