order_date,product_id,product_name,category,quantity
2023-06-11 17:35:51,365132,Instant Noodles,Instant & Frozen Food,2
2023-10-03 23:56:26,540618,Popcorn,Snacks & Munchies,2
2024-06-04 21:07:32,927651,Baby Wipes,Baby Care,1
2024-07-05 10:03:17,712003,Cola,Cold Drinks & Juices,2
2024-01-04 20:24:27,274207,Cough Syrup,Pharmacy,1
2023-04-08 13:12:35,992178,Pain Reliever,Pharmacy,1
2023-06-29 14:19:03,712003,Cola,Cold Drinks & Juices,3
2024-07-04 13:14:05,799688,Lotion,Personal Care,3
2023-05-25 18:55:12,930284,Baby Food,Baby Care,1
2024-06-10 17:56:21,444361,Pain Reliever,Pharmacy,2
2023-10-19 17:31:57,661577,Cat Food,Pet Care,1
2024-01-01 15:51:24,552496,Dish Soap,Household Care,3
2024-05-30 17:53:58,120385,Pet Treats,Pet Care,1
2024-02-04 16:10:26,832348,Biscuits,Snacks & Munchies,2
2024-04-29 11:58:27,462526,Curd,Dairy & Breakfast,1
2023-04-16 14:43:16,264803,Vitamins,Pharmacy,2
2024-01-04 08:02:14,798639,Eggs,Dairy & Breakfast,3
2024-05-16 04:45:13,60619,Iced Tea,Cold Drinks & Juices,3
2023-12-05 10:13:47,240179,Cough Syrup,Pharmacy,3
2024-09-02 20:09:02,953175,Baby Food,Baby Care,2
2023-12-03 12:46:14,712003,Cola,Cold Drinks & Juices,1
2023-08-24 19:32:01,52729,Cat Food,Pet Care,3
2023-04-26 12:02:47,679321,Cola,Cold Drinks & Juices,3
2023-09-24 20:51:44,762527,Biscuits,Snacks & Munchies,3
2023-09-05 12:52:44,34186,Mangoes,Fruits & Vegetables,3
2023-10-22 04:07:32,15314,Cheese,Dairy & Breakfast,2
2023-08-04 03:52:55,91670,Dish Soap,Household Care,1
2024-02-15 18:21:22,679865,Wheat Flour,Grocery & Staples,1
2024-08-15 15:53:16,952124,Onions,Fruits & Vegetables,1
2023-05-09 14:33:55,487931,Sugar,Grocery & Staples,3
2024-03-15 15:16:26,927651,Baby Wipes,Baby Care,1
2024-08-17 10:02:54,492958,Lotion,Personal Care,2
2024-04-18 07:07:08,991434,Cookies,Snacks & Munchies,2
2023-11-10 12:36:44,284460,Potatoes,Fruits & Vegetables,2
2023-05-20 02:56:48,240179,Cough Syrup,Pharmacy,1
2024-02-20 20:09:09,327290,Sugar,Grocery & Staples,3
2023-09-23 08:26:21,644847,Salt,Grocery & Staples,1
2023-10-23 18:35:21,658389,Popcorn,Snacks & Munchies,3
2024-09-05 21:10:40,799688,Lotion,Personal Care,3
2023-05-21 18:41:42,954722,Ice Cream,Instant & Frozen Food,1
2024-04-17 04:26:13,432617,Baby Wipes,Baby Care,2
2024-10-08 11:33:14,107548,Cola,Cold Drinks & Juices,3
2024-03-26 19:44:46,131748,Dog Food,Pet Care,3
2024-09-13 08:19:52,354409,Pulses,Grocery & Staples,1
2024-08-06 16:09:48,82484,Baby Food,Baby Care,1
2024-02-12 20:15:18,672059,Toothpaste,Personal Care,2
2023-12-06 18:31:13,120532,Wheat Flour,Grocery & Staples,3
2024-01-26 14:46:09,848226,Tomatoes,Fruits & Vegetables,2
2024-05-15 23:55:43,39154,Mangoes,Fruits & Vegetables,2
2024-06-11 06:16:15,587420,Cookies,Snacks & Munchies,2
2023-04-30 23:48:24,219598,Shampoo,Personal Care,3
2023-10-25 21:17:48,615545,Soap,Personal Care,1
2024-04-20 16:25:48,807452,Pulses,Grocery & Staples,3
2024-05-11 05:44:42,82484,Baby Food,Baby Care,2
2023-06-05 00:50:37,697683,Toilet Cleaner,Household Care,2
2023-08-08 13:57:04,481843,Chocolates,Snacks & Munchies,3
2024-05-13 12:53:01,237083,Cough Syrup,Pharmacy,1
2023-11-02 04:41:21,654623,Chips,Snacks & Munchies,2
2023-10-24 11:31:41,661577,Cat Food,Pet Care,1
2024-02-20 00:32:46,585299,Pet Treats,Pet Care,1
2023-04-05 18:11:51,839170,Curd,Dairy & Breakfast,2
2024-04-28 08:04:04,385113,Lotion,Personal Care,3
2023-12-17 21:03:56,965755,Bananas,Fruits & Vegetables,3
2024-05-10 13:53:48,194682,Iced Tea,Cold Drinks & Juices,3
2024-09-02 15:50:41,366066,Soap,Personal Care,3
2024-04-13 23:12:45,500633,Cereal,Dairy & Breakfast,1
2024-07-22 05:53:11,354409,Pulses,Grocery & Staples,3
2024-09-21 20:45:43,397973,Bananas,Fruits & Vegetables,1
2023-04-25 21:30:46,137909,Cough Syrup,Pharmacy,1
2023-03-30 05:26:05,784673,Dog Food,Pet Care,2
2024-07-03 04:57:31,327290,Sugar,Grocery & Staples,2
2024-10-21 07:33:08,124290,Lotion,Personal Care,2
2024-04-15 09:01:04,500739,Bread,Dairy & Breakfast,1
2023-12-07 13:30:43,274207,Cough Syrup,Pharmacy,3
2024-08-27 01:26:03,681063,Mango Drink,Cold Drinks & Juices,3
2023-05-27 12:57:31,114414,Vitamins,Pharmacy,1
2024-04-29 20:42:44,131937,Frozen Pizza,Instant & Frozen Food,3
2023-09-05 10:12:24,677169,Cough Syrup,Pharmacy,3
2024-05-07 21:56:34,557908,Vitamins,Pharmacy,3
2024-11-01 03:43:48,433521,Diapers,Baby Care,3
2024-07-02 22:31:53,256783,Pet Treats,Pet Care,2
2024-01-22 23:09:41,726958,Cat Food,Pet Care,3
2024-09-12 03:52:26,557908,Vitamins,Pharmacy,3
2024-03-02 05:46:49,60619,Iced Tea,Cold Drinks & Juices,3
2024-10-06 16:59:05,687218,Mango Drink,Cold Drinks & Juices,1
2023-08-09 08:21:43,600767,Toothpaste,Personal Care,3
2024-03-15 17:59:14,34186,Mangoes,Fruits & Vegetables,1
2023-10-17 21:03:10,669378,Potatoes,Fruits & Vegetables,3
2023-11-27 01:02:59,532965,Frozen Pizza,Instant & Frozen Food,1
2023-12-16 14:27:59,94225,Toilet Cleaner,Household Care,3
2024-03-16 02:24:19,425341,Pet Treats,Pet Care,3
2024-08-24 15:27:13,112390,Toothpaste,Personal Care,1
2024-04-15 03:56:39,820973,Baby Wipes,Baby Care,1
2023-04-02 13:59:48,240179,Cough Syrup,Pharmacy,1
2023-05-06 21:35:32,747801,Toilet Cleaner,Household Care,2
2024-07-21 18:56:11,298985,Vitamins,Pharmacy,3
2024-10-02 21:52:43,644847,Salt,Grocery & Staples,1
2024-05-20 13:29:16,41853,Curd,Dairy & Breakfast,3
2024-05-22 03:16:45,470449,Frozen Biryani,Instant & Frozen Food,2
2023-10-15 22:56:35,112390,Toothpaste,Personal Care,2
2024-07-23 19:18:11,131136,Salt,Grocery & Staples,2
2024-04-24 14:11:22,317242,Pulses,Grocery & Staples,3
2023-11-17 07:02:37,500633,Cereal,Dairy & Breakfast,1
2023-11-26 00:36:32,883013,Eggs,Dairy & Breakfast,3
2024-07-17 10:35:23,171602,Cola,Cold Drinks & Juices,3
2024-03-31 03:47:25,153019,Onions,Fruits & Vegetables,3
2023-10-23 19:10:27,930284,Baby Food,Baby Care,3
2023-08-28 10:50:50,67197,Butter,Dairy & Breakfast,3
2024-05-27 03:23:40,114414,Vitamins,Pharmacy,2
2023-05-25 23:45:35,697683,Toilet Cleaner,Household Care,2
2023-10-28 13:37:51,604184,Toilet Cleaner,Household Care,2
2023-09-06 16:10:18,700048,Dish Soap,Household Care,2
2023-10-03 21:16:36,361361,Biscuits,Snacks & Munchies,3
2023-06-15 21:38:22,435929,Toilet Cleaner,Household Care,2
2024-03-10 06:34:09,961614,Chocolates,Snacks & Munchies,3
2024-10-06 06:32:32,490602,Sugar,Grocery & Staples,3
2023-11-01 18:30:36,51036,Baby Food,Baby Care,1
2023-04-23 18:37:26,747801,Toilet Cleaner,Household Care,3
2024-01-14 02:35:53,171602,Cola,Cold Drinks & Juices,2
2024-07-21 18:13:06,455755,Detergent,Household Care,3
2024-04-02 12:45:33,70969,Carrots,Fruits & Vegetables,1
2024-07-07 09:17:06,697683,Toilet Cleaner,Household Care,1
2023-10-19 17:27:14,747801,Toilet Cleaner,Household Care,2
2024-09-10 05:20:18,425341,Pet Treats,Pet Care,2
2023-11-30 05:46:13,913428,Pet Treats,Pet Care,2
2023-03-27 20:30:31,63769,Lotion,Personal Care,3
2023-08-21 08:46:05,760828,Pet Treats,Pet Care,3
2024-01-25 08:02:43,481843,Chocolates,Snacks & Munchies,2
2023-09-26 01:28:11,690565,Cookies,Snacks & Munchies,2
2023-09-07 20:00:27,440875,Baby Wipes,Baby Care,3
2024-08-12 21:32:30,669378,Potatoes,Fruits & Vegetables,2
2023-08-08 22:18:41,962591,Orange Juice,Cold Drinks & Juices,3
2024-05-03 15:57:32,621677,Frozen Biryani,Instant & Frozen Food,3
2024-06-27 08:52:11,969851,Frozen Vegetables,Instant & Frozen Food,3
2024-04-24 12:09:13,34200,Lotion,Personal Care,1
2023-06-02 00:26:35,644847,Salt,Grocery & Staples,1
2023-05-05 14:56:43,654623,Chips,Snacks & Munchies,2
2024-06-25 19:46:13,470449,Frozen Biryani,Instant & Frozen Food,1
2023-10-12 14:54:53,587645,Vitamins,Pharmacy,3
2023-05-30 13:36:08,187399,Frozen Pizza,Instant & Frozen Food,2
2024-03-29 18:12:05,144124,Detergent,Household Care,3
2024-03-09 06:13:43,883013,Eggs,Dairy & Breakfast,2
2024-07-25 20:24:13,692985,Pulses,Grocery & Staples,1
2024-04-13 03:10:23,240179,Cough Syrup,Pharmacy,3
2024-08-08 15:18:48,880510,Bread,Dairy & Breakfast,2
2024-09-08 06:11:07,264803,Vitamins,Pharmacy,2
2023-11-10 08:12:55,153019,Onions,Fruits & Vegetables,3
2023-06-09 20:31:07,77308,Onions,Fruits & Vegetables,2
2023-04-19 19:07:09,692985,Pulses,Grocery & Staples,1
2024-03-01 00:19:24,914071,Chips,Snacks & Munchies,3
2024-03-28 23:36:11,589812,Detergent,Household Care,1
2023-06-27 00:24:22,555121,Carrots,Fruits & Vegetables,2
2024-07-18 14:39:59,962591,Orange Juice,Cold Drinks & Juices,1
2024-06-10 07:16:02,930284,Baby Food,Baby Care,3
2023-06-16 08:01:25,798639,Eggs,Dairy & Breakfast,3
2024-01-29 17:42:04,256783,Pet Treats,Pet Care,2
2023-12-07 06:28:36,762527,Biscuits,Snacks & Munchies,1
2024-02-27 06:30:56,897083,Detergent,Household Care,1
2024-08-08 15:42:46,851978,Vitamins,Pharmacy,1
2024-09-08 06:29:25,760828,Pet Treats,Pet Care,1
2024-05-10 19:43:01,697683,Toilet Cleaner,Household Care,3
2024-09-28 12:27:14,324809,Bread,Dairy & Breakfast,1
2024-05-15 13:00:17,187399,Frozen Pizza,Instant & Frozen Food,3
2023-07-18 10:53:19,700048,Dish Soap,Household Care,1
2023-06-21 08:14:44,894539,Dish Soap,Household Care,2
2023-12-31 10:23:35,764014,Salt,Grocery & Staples,2
2023-04-08 21:52:31,851978,Vitamins,Pharmacy,3
2024-09-22 19:35:16,432617,Baby Wipes,Baby Care,3
2023-06-07 22:05:08,171602,Cola,Cold Drinks & Juices,3
2023-04-17 19:19:33,525531,Dog Food,Pet Care,2
2024-11-04 01:16:31,435929,Toilet Cleaner,Household Care,3
2024-05-31 16:08:45,490939,Lotion,Personal Care,1
2024-04-08 20:33:57,9436,Toothpaste,Personal Care,3
2023-07-08 00:21:18,644847,Salt,Grocery & Staples,2
2024-02-07 15:51:05,217710,Eggs,Dairy & Breakfast,2
2024-10-03 20:46:07,451933,Wheat Flour,Grocery & Staples,1
2024-06-20 04:21:38,991434,Cookies,Snacks & Munchies,3
2024-04-20 22:07:04,36412,Dish Soap,Household Care,3
2023-10-23 19:16:23,812607,Potatoes,Fruits & Vegetables,3
2024-07-14 05:30:01,965755,Bananas,Fruits & Vegetables,1
2023-07-23 11:54:05,298985,Vitamins,Pharmacy,3
2023-04-17 22:41:34,897083,Detergent,Household Care,3
2023-05-09 07:35:06,240179,Cough Syrup,Pharmacy,3
2023-07-14 13:55:04,532965,Frozen Pizza,Instant & Frozen Food,2
2023-11-06 03:35:25,555121,Carrots,Fruits & Vegetables,2
2023-11-14 16:17:02,144124,Detergent,Household Care,2
2023-04-14 03:24:44,516376,Onions,Fruits & Vegetables,2
2024-07-10 14:21:12,600767,Toothpaste,Personal Care,1
2023-12-19 23:59:54,513199,Cola,Cold Drinks & Juices,3
2023-04-21 23:29:46,760684,Rice,Grocery & Staples,1
2023-07-27 17:54:35,673058,Cough Syrup,Pharmacy,2
2024-09-09 23:44:19,365132,Instant Noodles,Instant & Frozen Food,2
2023-06-16 08:24:00,256783,Pet Treats,Pet Care,1
2023-08-21 04:01:18,153019,Onions,Fruits & Vegetables,3
2023-08-07 02:54:16,903336,Pulses,Grocery & Staples,1
2023-12-30 23:53:40,647462,Lotion,Personal Care,1
2023-11-02 14:44:52,432617,Baby Wipes,Baby Care,1
2023-12-10 05:17:22,707935,Cat Food,Pet Care,1
2024-05-03 18:08:17,378287,Lemonade,Cold Drinks & Juices,2
2024-01-07 12:19:33,487931,Sugar,Grocery & Staples,3
2023-04-09 04:18:56,478531,Carrots,Fruits & Vegetables,3
2023-06-30 08:18:31,361361,Biscuits,Snacks & Munchies,2
2023-10-04 05:29:08,820973,Baby Wipes,Baby Care,3
2024-04-11 04:03:43,354409,Pulses,Grocery & Staples,3
2024-09-29 07:44:45,272170,Ice Cream,Instant & Frozen Food,2
2024-07-27 10:24:02,760684,Rice,Grocery & Staples,3
2023-09-14 17:01:41,4452,Baby Wipes,Baby Care,2
2023-11-07 01:00:32,487931,Sugar,Grocery & Staples,1
2023-06-01 17:29:29,440875,Baby Wipes,Baby Care,1
2023-09-27 21:39:59,585299,Pet Treats,Pet Care,1
2024-06-21 13:57:00,257719,Eggs,Dairy & Breakfast,2
2024-03-09 06:33:08,863930,Shampoo,Personal Care,1
2023-08-17 19:31:04,679865,Wheat Flour,Grocery & Staples,3
2023-12-15 20:11:52,555121,Carrots,Fruits & Vegetables,3
2024-10-06 20:17:02,440875,Baby Wipes,Baby Care,1
2023-09-19 00:26:15,287070,Wheat Flour,Grocery & Staples,3
2024-02-16 07:53:12,291238,Chocolates,Snacks & Munchies,3
2023-11-16 05:37:14,747801,Toilet Cleaner,Household Care,1
2024-02-15 23:27:04,82484,Baby Food,Baby Care,2
2023-08-23 00:44:18,397973,Bananas,Fruits & Vegetables,1
2023-09-27 10:02:27,876139,Pulses,Grocery & Staples,1
2024-09-05 20:54:09,440875,Baby Wipes,Baby Care,1
2023-10-09 22:39:35,324809,Bread,Dairy & Breakfast,2
2024-08-10 01:08:44,818522,Cheese,Dairy & Breakfast,1
2024-02-22 12:29:12,726958,Cat Food,Pet Care,2
2023-04-09 08:04:44,425341,Pet Treats,Pet Care,3
2024-08-08 08:14:01,298985,Vitamins,Pharmacy,3
2023-08-14 11:33:32,561860,Orange Juice,Cold Drinks & Juices,2
2023-12-15 19:19:22,140154,Shampoo,Personal Care,2
2023-05-12 04:48:09,448752,Toilet Cleaner,Household Care,3
2024-09-16 22:40:01,930284,Baby Food,Baby Care,2
2023-09-16 20:38:34,652118,Frozen Biryani,Instant & Frozen Food,3
2023-06-11 16:33:08,606256,Frozen Biryani,Instant & Frozen Food,1
2024-07-26 03:29:27,818990,Tomatoes,Fruits & Vegetables,1
2023-08-22 20:17:51,721521,Rice,Grocery & Staples,2
2023-04-25 06:25:28,319388,Orange Juice,Cold Drinks & Juices,3
2023-05-03 15:13:52,767398,Dish Soap,Household Care,3
2024-01-27 07:45:34,968887,Dish Soap,Household Care,1
2024-06-06 19:22:30,659290,Cheese,Dairy & Breakfast,3
2023-08-23 03:20:08,120385,Pet Treats,Pet Care,2
2023-06-14 15:09:28,937542,Wheat Flour,Grocery & Staples,3
2023-04-04 23:31:41,378230,Nuts,Snacks & Munchies,3
2023-09-28 06:58:17,952124,Onions,Fruits & Vegetables,1
2023-05-23 23:13:33,876139,Pulses,Grocery & Staples,3
2024-04-10 02:09:31,707935,Cat Food,Pet Care,3
2024-08-01 15:43:56,513199,Cola,Cold Drinks & Juices,1
2023-09-22 00:04:24,153019,Onions,Fruits & Vegetables,1
2024-02-06 00:46:34,883013,Eggs,Dairy & Breakfast,2
2024-06-12 01:40:22,136533,Eggs,Dairy & Breakfast,3
2023-08-06 11:20:58,131748,Dog Food,Pet Care,1
2024-01-09 18:21:36,34186,Mangoes,Fruits & Vegetables,2
2024-03-12 19:24:44,449106,Soap,Personal Care,1
2024-04-10 17:18:57,329351,Cheese,Dairy & Breakfast,3
2024-06-12 11:13:45,611575,Frozen Pizza,Instant & Frozen Food,1
2024-10-07 14:04:11,26060,Vitamins,Pharmacy,2
2023-06-30 19:38:42,552496,Dish Soap,Household Care,2
2024-09-21 13:31:34,67197,Butter,Dairy & Breakfast,1
2024-08-25 19:41:28,709916,Detergent,Household Care,3
2024-07-18 15:25:29,516376,Onions,Fruits & Vegetables,2
2023-06-19 00:18:51,760828,Pet Treats,Pet Care,2
2024-09-07 06:11:07,689769,Frozen Vegetables,Instant & Frozen Food,2
2023-03-25 08:20:32,714999,Bread,Dairy & Breakfast,2
2023-09-15 14:53:44,287070,Wheat Flour,Grocery & Staples,3
2024-09-14 03:54:21,991434,Cookies,Snacks & Munchies,2
2023-11-12 03:51:53,131937,Frozen Pizza,Instant & Frozen Food,2
2024-10-16 09:48:02,953175,Baby Food,Baby Care,1
2023-06-18 19:52:44,942001,Cat Food,Pet Care,3
2023-11-22 16:46:33,272170,Ice Cream,Instant & Frozen Food,2
2023-11-24 07:36:36,602241,Nuts,Snacks & Munchies,2
2023-07-28 05:02:16,124290,Lotion,Personal Care,1
2023-06-18 12:52:28,398340,Instant Noodles,Instant & Frozen Food,1
2024-10-14 00:24:10,136533,Eggs,Dairy & Breakfast,1
2023-08-19 12:04:44,667163,Orange Juice,Cold Drinks & Juices,2
2024-06-23 18:54:35,140154,Shampoo,Personal Care,1
2023-08-19 14:17:49,525531,Dog Food,Pet Care,1
2024-09-09 14:02:49,990993,Chocolates,Snacks & Munchies,1
2024-02-25 22:19:59,284460,Potatoes,Fruits & Vegetables,1
2024-10-28 00:27:04,647462,Lotion,Personal Care,3
2024-07-18 20:57:10,848226,Tomatoes,Fruits & Vegetables,1
2023-04-11 02:13:39,615545,Soap,Personal Care,2
2024-09-30 15:47:01,799952,Cheese,Dairy & Breakfast,1
2024-09-17 23:35:30,679865,Wheat Flour,Grocery & Staples,2
2024-07-10 21:48:57,747801,Toilet Cleaner,Household Care,1
2023-10-13 05:37:23,461804,Sugar,Grocery & Staples,3
2024-02-15 18:57:33,89084,Milk,Dairy & Breakfast,2
2024-10-01 20:56:57,587420,Cookies,Snacks & Munchies,3
2024-03-04 04:03:00,942001,Cat Food,Pet Care,1
2023-08-27 18:01:35,969851,Frozen Vegetables,Instant & Frozen Food,3
2024-08-09 14:17:38,611575,Frozen Pizza,Instant & Frozen Food,1
2024-02-25 10:37:03,600767,Toothpaste,Personal Care,3
2024-04-16 15:24:06,329351,Cheese,Dairy & Breakfast,3
2023-04-10 07:24:44,131937,Frozen Pizza,Instant & Frozen Food,1
2023-07-23 15:48:57,53833,Rice,Grocery & Staples,1
2024-06-01 12:51:43,726958,Cat Food,Pet Care,1
2024-07-23 18:36:20,863930,Shampoo,Personal Care,3
2024-03-26 14:32:53,820973,Baby Wipes,Baby Care,3
2024-10-28 22:53:36,124290,Lotion,Personal Care,2
2024-04-26 05:34:58,798639,Eggs,Dairy & Breakfast,3
2024-10-17 00:59:37,606256,Frozen Biryani,Instant & Frozen Food,3
2023-10-17 03:00:39,871592,Carrots,Fruits & Vegetables,3
2023-12-10 14:55:32,812607,Potatoes,Fruits & Vegetables,1
2023-08-21 09:02:19,153019,Onions,Fruits & Vegetables,3
2024-08-09 07:08:04,397973,Bananas,Fruits & Vegetables,1
2023-09-14 03:54:55,679284,Cough Syrup,Pharmacy,3
2023-11-05 10:24:11,859361,Shampoo,Personal Care,3
2023-12-08 04:15:17,942001,Cat Food,Pet Care,1
2024-02-10 23:18:46,34186,Mangoes,Fruits & Vegetables,3
2024-09-05 08:27:06,604184,Toilet Cleaner,Household Care,3
2023-05-03 22:35:20,587645,Vitamins,Pharmacy,2
2023-12-23 09:57:12,561860,Orange Juice,Cold Drinks & Juices,1
2023-07-14 20:15:51,673058,Cough Syrup,Pharmacy,2
2024-01-30 19:14:01,704868,Detergent,Household Care,2
2023-07-06 00:28:47,592784,Biscuits,Snacks & Munchies,1
2024-09-09 21:59:31,654623,Chips,Snacks & Munchies,3
2024-06-12 09:32:04,767398,Dish Soap,Household Care,2
2024-02-21 19:01:21,712307,Orange Juice,Cold Drinks & Juices,2
2023-09-15 22:21:31,274207,Cough Syrup,Pharmacy,2
2023-03-30 09:00:22,490602,Sugar,Grocery & Staples,1
2024-02-10 07:52:23,319388,Orange Juice,Cold Drinks & Juices,1
2023-09-27 02:02:46,187399,Frozen Pizza,Instant & Frozen Food,3
2024-04-24 23:13:39,4452,Baby Wipes,Baby Care,1
2024-02-18 14:00:30,146840,Bread,Dairy & Breakfast,2
2023-11-20 04:53:01,4452,Baby Wipes,Baby Care,1
2023-11-27 11:09:25,952168,Popcorn,Snacks & Munchies,2
2023-07-24 15:36:05,124290,Lotion,Personal Care,3
2024-03-19 04:14:41,219598,Shampoo,Personal Care,3
2023-04-17 19:29:17,432617,Baby Wipes,Baby Care,3
2024-08-24 22:51:27,555121,Carrots,Fruits & Vegetables,2
2023-05-23 21:43:41,587420,Cookies,Snacks & Munchies,3
2024-10-07 07:48:35,953175,Baby Food,Baby Care,1
2023-09-01 08:30:26,965755,Bananas,Fruits & Vegetables,1
2024-08-03 13:10:35,487931,Sugar,Grocery & Staples,2
2024-02-12 23:57:16,490939,Lotion,Personal Care,1
2023-04-06 03:45:57,848226,Tomatoes,Fruits & Vegetables,2
2023-09-15 14:47:03,56589,Vitamins,Pharmacy,1
2023-05-05 08:41:49,798639,Eggs,Dairy & Breakfast,3
2023-04-28 15:55:23,137909,Cough Syrup,Pharmacy,2
2024-05-26 15:50:08,131748,Dog Food,Pet Care,2
2024-10-30 23:39:54,449106,Soap,Personal Care,3
2023-08-15 03:17:51,700048,Dish Soap,Household Care,1
2024-09-15 22:20:56,112390,Toothpaste,Personal Care,1
2023-10-08 11:26:54,621677,Frozen Biryani,Instant & Frozen Food,3
2024-09-12 05:20:17,859361,Shampoo,Personal Care,3
2024-03-03 22:15:37,291238,Chocolates,Snacks & Munchies,1
2023-05-29 17:54:41,764014,Salt,Grocery & Staples,2
2023-08-17 22:02:37,739448,Dish Soap,Household Care,1
2024-11-01 16:44:12,89084,Milk,Dairy & Breakfast,2
2024-01-04 05:16:34,77308,Onions,Fruits & Vegetables,1
2023-10-18 13:55:00,449106,Soap,Personal Care,2
2024-01-03 15:04:47,961614,Chocolates,Snacks & Munchies,3
2023-04-27 08:57:43,491314,Ice Cream,Instant & Frozen Food,3
2023-06-29 18:25:14,848226,Tomatoes,Fruits & Vegetables,1
2023-06-10 15:59:50,300159,Cola,Cold Drinks & Juices,1
2023-12-30 17:50:47,237083,Cough Syrup,Pharmacy,2
2024-04-14 00:42:08,677169,Cough Syrup,Pharmacy,3
2023-11-13 12:31:56,833557,Cereal,Dairy & Breakfast,3
2024-02-03 02:47:57,112390,Toothpaste,Personal Care,2
2023-03-28 04:07:24,567671,Biscuits,Snacks & Munchies,1
2023-05-26 17:46:19,968887,Dish Soap,Household Care,1
2023-05-24 15:07:03,723678,Dog Food,Pet Care,2
2024-11-02 11:28:29,171602,Cola,Cold Drinks & Juices,2
2023-11-28 04:16:44,673058,Cough Syrup,Pharmacy,2
2024-06-13 14:15:45,837480,Cough Syrup,Pharmacy,3
2024-01-07 01:31:47,435929,Toilet Cleaner,Household Care,1
2024-04-25 14:58:42,53833,Rice,Grocery & Staples,3
2024-01-27 12:28:20,264803,Vitamins,Pharmacy,3
2023-12-14 19:30:41,500633,Cereal,Dairy & Breakfast,1
2024-03-09 05:06:27,473647,Toothpaste,Personal Care,1
2023-04-03 17:20:14,606256,Frozen Biryani,Instant & Frozen Food,1
2023-08-01 20:07:55,700048,Dish Soap,Household Care,1
2023-07-09 12:02:20,903336,Pulses,Grocery & Staples,3
2024-10-03 15:03:55,587420,Cookies,Snacks & Munchies,3
2024-01-27 20:17:17,880510,Bread,Dairy & Breakfast,3
2023-03-26 18:06:22,33955,Frozen Pizza,Instant & Frozen Food,1
2023-11-03 00:57:05,243235,Cat Food,Pet Care,3
2023-08-07 01:57:01,891833,Curd,Dairy & Breakfast,1
2024-10-22 15:15:22,706112,Vitamins,Pharmacy,2
2024-04-17 20:56:49,897083,Detergent,Household Care,1
2023-04-24 00:00:48,954722,Ice Cream,Instant & Frozen Food,2
2024-06-18 10:23:42,563740,Chips,Snacks & Munchies,1
2023-09-12 02:25:31,621677,Frozen Biryani,Instant & Frozen Food,3
2024-06-27 18:33:11,327290,Sugar,Grocery & Staples,1
2023-03-21 12:31:23,672059,Toothpaste,Personal Care,1
2023-05-26 02:27:40,606256,Frozen Biryani,Instant & Frozen Food,2
2024-08-11 00:35:08,863930,Shampoo,Personal Care,3
2023-11-04 00:26:33,516376,Onions,Fruits & Vegetables,3
2024-05-08 08:15:44,63769,Lotion,Personal Care,2
2023-03-23 15:24:35,478531,Carrots,Fruits & Vegetables,1
2024-09-16 17:11:09,298985,Vitamins,Pharmacy,1
2024-09-21 15:30:00,319388,Orange Juice,Cold Drinks & Juices,1
2023-07-04 16:03:56,60619,Iced Tea,Cold Drinks & Juices,1
2024-01-18 08:32:32,969851,Frozen Vegetables,Instant & Frozen Food,1
2024-05-25 03:32:47,433521,Diapers,Baby Care,3
2023-10-12 05:02:47,762527,Biscuits,Snacks & Munchies,2
2023-04-16 07:19:57,818990,Tomatoes,Fruits & Vegetables,2
2024-01-30 00:01:27,154179,Pain Reliever,Pharmacy,3
2024-10-21 23:54:41,107548,Cola,Cold Drinks & Juices,1
2023-06-23 23:49:44,799952,Cheese,Dairy & Breakfast,3
2023-06-29 08:21:20,679865,Wheat Flour,Grocery & Staples,2
2024-10-04 21:08:49,444361,Pain Reliever,Pharmacy,2
2023-10-05 08:15:49,462526,Curd,Dairy & Breakfast,2
2023-10-14 12:34:49,473929,Carrots,Fruits & Vegetables,2
2023-12-01 19:44:39,837480,Cough Syrup,Pharmacy,2
2024-06-25 15:25:20,298985,Vitamins,Pharmacy,1
2023-06-21 15:49:03,366066,Soap,Personal Care,3
2023-11-02 01:31:14,433521,Diapers,Baby Care,2
2024-03-31 13:19:14,962054,Orange Juice,Cold Drinks & Juices,1
2024-08-14 11:06:48,927651,Baby Wipes,Baby Care,1
2023-06-09 20:54:07,820973,Baby Wipes,Baby Care,1
2023-08-05 08:19:54,133542,Detergent,Household Care,1
2024-04-01 05:57:44,739534,Toilet Cleaner,Household Care,2
2024-04-22 07:45:06,557908,Vitamins,Pharmacy,1
2023-03-19 18:55:34,771228,Pet Treats,Pet Care,2
2023-06-02 23:01:29,525531,Dog Food,Pet Care,3
2023-03-21 04:16:27,991434,Cookies,Snacks & Munchies,1
2024-10-23 05:23:29,361361,Biscuits,Snacks & Munchies,2
2023-06-01 09:19:59,327290,Sugar,Grocery & Staples,3
2024-06-24 19:43:14,658389,Popcorn,Snacks & Munchies,1
2023-10-31 21:33:55,611575,Frozen Pizza,Instant & Frozen Food,2
2024-08-15 21:12:38,949818,Biscuits,Snacks & Munchies,1
2023-08-03 23:54:52,478531,Carrots,Fruits & Vegetables,3
2023-05-06 08:21:49,455083,Butter,Dairy & Breakfast,3
2024-10-19 15:38:16,914071,Chips,Snacks & Munchies,1
2023-11-29 18:09:10,52729,Cat Food,Pet Care,3
2023-11-27 16:52:53,991434,Cookies,Snacks & Munchies,2
2024-01-27 05:15:05,425341,Pet Treats,Pet Care,1
2023-07-04 04:47:00,516376,Onions,Fruits & Vegetables,3
