Agent_Age,Agent_Rating,distance,Delivery_Time,Weather,Traffic,Vehicle,Area,weekday,temperature_C,traffic_congestion_index,precipitation_mm,weather_condition,season,peak_hour,delayed
37,4.6,0.0707106781186519,150,Clear,Medium,motorcycle ,Metropolitian ,0,-4.5,57,0.6,Clear,Summer,1,1
24,4.6,0.1838477631085085,190,Clear,Medium,scooter ,Urban ,0,1.9,87,19.5,Storm,Autumn,0,1
27,4.8,0.1131370849898577,125,Clear,Medium,scooter ,Metropolitian ,0,27.8,61,17.4,Cloudy,Spring,1,1
32,4.6,0.1272792206135821,215,Clear,Medium,motorcycle ,Other,0,8.4,17,7.7,Clear,Spring,1,1
28,4.6,0.098994949366112,120,Clear,Medium,motorcycle ,Urban ,0,-1.2,60,16.7,Fog,Winter,0,1
28,5.0,0.0848528137423864,85,Clear,Medium,motorcycle ,Metropolitian ,0,26.4,36,14.7,Snow,Winter,0,1
35,4.8,0.0424264068711932,100,Clear,Medium,motorcycle ,Metropolitian ,0,13.2,53,15.9,Clear,Autumn,0,1
26,4.9,0.1838477631084984,75,Clear,Medium,motorcycle ,Urban ,0,14.7,94,4.4,Storm,Autumn,0,1
36,4.6,0.0424264068711932,140,Fog,Medium,motorcycle ,Metropolitian ,0,2.5,77,13.0,Fog,Winter,0,1
37,4.6,0.1555634918610396,135,Clear,Medium,van,Metropolitian ,0,21.4,64,0.5,Clear,Spring,0,1
25,4.6,0.0707106781186507,130,Clear,Medium,motorcycle ,Metropolitian ,0,17.0,13,17.0,Storm,Winter,0,1
35,4.6,0.1555634918610396,180,Fog,Medium,motorcycle ,Metropolitian ,0,3.3,4,19.0,Storm,Spring,0,1
25,4.6,0.1131370849898477,70,Clear,Medium,motorcycle ,Urban ,0,8.6,94,13.2,Snow,Spring,1,1
24,4.9,0.0282842712474587,80,Clear,Medium,scooter ,Metropolitian ,0,18.9,94,10.3,Cloudy,Summer,0,1
25,4.7,0.0424264068711944,110,Fog,Medium,motorcycle ,Metropolitian ,0,32.0,93,14.5,Clear,Summer,0,1
23,5.0,0.0282842712474612,70,Clear,Medium,scooter ,Urban ,0,31.8,99,6.5,Storm,Autumn,0,1
24,4.9,0.0848528137423876,85,Clear,Medium,van,Urban ,0,6.5,61,12.5,Rain,Spring,1,1
35,4.7,0.0707106781186532,75,Fog,Medium,van,Other,0,24.4,0,14.4,Storm,Winter,0,1
21,4.6,0.0848528137423864,100,Clear,Medium,motorcycle ,Urban ,0,26.0,62,2.9,Cloudy,Spring,1,1
21,5.0,0.1131370849898477,140,Clear,Medium,motorcycle ,Metropolitian ,0,27.4,66,2.8,Storm,Autumn,1,1
37,4.8,0.0282842712474587,90,Clear,Medium,scooter ,Metropolitian ,0,17.8,19,14.3,Snow,Spring,1,1
38,4.1,0.098994949366122,250,Clear,Medium,motorcycle ,Metropolitian ,0,-4.6,42,8.6,Clear,Spring,0,1
33,4.9,0.1131370849898451,90,Clear,Medium,motorcycle ,Urban ,0,25.5,84,17.8,Snow,Autumn,0,1
27,4.1,0.1555634918610404,220,Clear,Medium,scooter ,Metropolitian ,0,-0.7,93,6.2,Clear,Spring,0,1
26,4.5,0.1272792206135808,85,Clear,Medium,scooter ,Urban ,0,-0.3,41,0.8,Fog,Summer,0,1
25,4.8,0.1131370849898451,105,Fog,Medium,scooter ,Metropolitian ,0,19.2,93,13.0,Clear,Autumn,0,1
35,4.5,0.098994949366122,135,Clear,Medium,van,Urban ,0,34.3,68,13.7,Fog,Summer,0,1
29,4.9,0.1838477631084997,105,Clear,Medium,motorcycle ,Urban ,0,4.7,73,11.1,Snow,Autumn,0,1
29,4.9,0.0848528137423864,145,Clear,Medium,motorcycle ,Metropolitian ,0,20.8,87,13.7,Rain,Spring,0,1
25,4.5,0.0848528137423889,55,Clear,Medium,motorcycle ,Metropolitian ,0,7.1,38,10.5,Cloudy,Summer,0,1
31,4.9,0.0282842712474587,105,Clear,Medium,van,Metropolitian ,0,30.9,61,13.9,Rain,Summer,0,1
26,4.1,0.0848528137423864,110,Clear,Medium,motorcycle ,Urban ,0,18.7,47,0.9,Fog,Winter,1,1
22,4.7,0.0565685424949288,130,Clear,Medium,motorcycle ,Metropolitian ,0,3.3,5,7.4,Storm,Summer,0,1
26,4.7,0.1131370849898477,115,Clear,Medium,scooter ,Metropolitian ,0,5.5,73,4.2,Storm,Summer,0,1
29,4.6,0.098994949366122,150,Fog,Medium,van,Metropolitian ,0,12.3,41,2.0,Rain,Spring,0,1
33,4.5,0.0707106781186532,110,Clear,Medium,van,Metropolitian ,0,-0.1,57,4.7,Storm,Summer,1,1
22,4.7,0.183847763108511,140,Clear,Medium,motorcycle ,Urban ,0,-1.9,42,3.8,Fog,Summer,1,1
29,4.9,0.0424264068711932,130,Clear,Medium,motorcycle ,Metropolitian ,0,22.2,9,19.5,Snow,Summer,0,1
24,4.8,0.1272792206135808,115,Clear,Medium,scooter ,Metropolitian ,0,11.3,88,5.7,Cloudy,Spring,0,1
37,4.7,0.0141421356237356,90,Clear,Medium,motorcycle ,Metropolitian ,0,24.0,77,4.6,Clear,Autumn,0,1
27,4.8,0.1838477631085085,85,Clear,Medium,scooter ,Metropolitian ,0,-0.6,38,16.7,Fog,Spring,0,1
32,4.8,0.0565685424949238,130,Clear,Medium,scooter ,Other,0,19.4,12,8.4,Fog,Summer,1,1
32,4.0,0.1131370849898476,215,Clear,Medium,motorcycle ,Urban ,0,12.7,74,8.4,Clear,Autumn,0,1
25,4.6,0.1838477631085009,38,Fog,Medium,motorcycle ,Metropolitian ,0,-2.7,38,8.9,Clear,Spring,0,1
34,4.7,0.098994949366122,215,Clear,Medium,motorcycle ,Metropolitian ,0,16.8,10,8.3,Cloudy,Spring,0,1
32,4.7,0.1555634918610404,140,Clear,Medium,motorcycle ,Urban ,0,-1.7,15,6.5,Cloudy,Autumn,1,1
28,4.6,0.0848528137423889,55,Clear,Medium,scooter ,Metropolitian ,0,28.1,32,5.7,Cloudy,Winter,0,1
25,4.6,0.1555634918610396,140,Clear,Medium,motorcycle ,Metropolitian ,0,20.3,59,17.6,Storm,Summer,1,1
28,4.9,0.0707106781186532,85,Clear,Medium,scooter ,Metropolitian ,0,17.3,95,3.2,Fog,Winter,0,1
24,4.6,0.1131363778852755,245,Fog,Medium,motorcycle ,Urban ,0,0.3,58,3.6,Snow,Summer,0,1
33,5.0,0.0141421356237356,105,Clear,Medium,motorcycle ,Metropolitian ,0,6.5,73,11.4,Clear,Summer,0,1
35,4.7,0.0282842712474612,90,Fog,Medium,scooter ,Urban ,0,14.7,50,6.9,Fog,Winter,0,1
32,4.7,0.0707106781186633,140,Clear,Medium,motorcycle ,Metropolitian ,0,20.3,14,8.4,Fog,Winter,1,1
23,2.6,0.1555634918610396,215,Clear,Medium,scooter ,Metropolitian ,0,2.3,79,16.1,Cloudy,Summer,1,1
26,4.0,0.0424264068711944,165,Clear,Medium,motorcycle ,Metropolitian ,0,-4.6,42,18.1,Cloudy,Autumn,0,1
36,4.6,0.0565685424949276,125,Fog,Medium,motorcycle ,Urban ,0,8.8,26,15.8,Fog,Autumn,0,1
20,4.3,0.0141421356237243,120,Clear,Medium,motorcycle ,Metropolitian ,0,14.3,55,4.7,Cloudy,Winter,0,1
24,4.7,0.098994949366122,115,Clear,Medium,scooter ,Urban ,0,2.4,59,19.6,Storm,Winter,0,1
32,4.9,0.0848528137423889,135,Clear,Medium,van,Urban ,0,14.7,95,7.3,Clear,Spring,0,1
35,4.5,0.0141421356237344,110,Clear,Medium,motorcycle ,Metropolitian ,0,8.5,69,3.4,Fog,Autumn,0,1
25,4.9,0.0707106781186532,95,Clear,Medium,scooter ,Metropolitian ,0,13.2,46,10.0,Clear,Autumn,1,1
39,5.0,0.1272792206135708,135,Clear,Medium,motorcycle ,Metropolitian ,0,8.9,99,14.5,Storm,Summer,1,1
35,4.9,0.1838477631084984,215,Clear,Medium,motorcycle ,Metropolitian ,0,20.1,7,1.7,Cloudy,Spring,0,1
30,4.9,0.0282842712474587,60,Clear,Medium,scooter ,Metropolitian ,0,-3.3,62,12.7,Rain,Summer,1,1
32,4.0,0.1979898987322341,255,Clear,Medium,motorcycle ,Metropolitian ,0,1.8,88,17.2,Storm,Spring,0,1
35,4.2,0.098994949366122,220,Clear,Medium,motorcycle ,Metropolitian ,0,12.3,6,5.2,Rain,Autumn,0,1
23,4.9,0.0565685424949301,65,Clear,Medium,scooter ,Urban ,0,9.3,80,13.9,Clear,Summer,0,1
29,4.6,0.0141421356237331,100,Clear,Medium,motorcycle ,Metropolitian ,0,10.7,93,8.0,Fog,Spring,0,1
23,4.9,0.1131370849898464,95,Clear,Medium,motorcycle ,Metropolitian ,0,27.2,1,8.3,Cloudy,Summer,1,1
26,4.0,0.1979898987322341,215,Fog,Medium,motorcycle ,Urban ,0,30.5,16,5.6,Storm,Spring,1,1
31,4.7,0.0282842712474612,130,Clear,Medium,scooter ,Metropolitian ,0,4.9,3,12.5,Cloudy,Winter,0,1
22,4.8,0.0848528137423763,130,Clear,Medium,motorcycle ,Metropolitian ,0,28.5,25,7.2,Rain,Summer,0,1
30,4.7,0.0141421356237256,140,Clear,Medium,van,Metropolitian ,0,13.4,77,16.6,Rain,Winter,0,1
24,4.5,0.1131370849898464,245,Clear,Medium,motorcycle ,Metropolitian ,0,6.0,71,19.3,Snow,Spring,0,1
24,4.5,0.0141421356237344,55,Clear,Medium,motorcycle ,Urban ,0,34.4,68,18.7,Fog,Summer,1,1
27,4.8,0.1272792206135708,140,Clear,Medium,motorcycle ,Metropolitian ,0,28.0,4,3.3,Rain,Spring,1,1
20,4.8,0.0707106781186532,80,Clear,Medium,motorcycle ,Metropolitian ,0,34.8,4,0.3,Fog,Spring,0,1
23,4.9,0.0848528137423864,80,Clear,Medium,scooter ,Metropolitian ,0,1.7,90,8.8,Snow,Winter,1,1
38,4.0,0.1131370849898477,44,Fog,Medium,scooter ,Metropolitian ,0,0.8,68,14.6,Storm,Summer,0,1
27,4.6,0.0424264068711944,95,Clear,Medium,motorcycle ,Metropolitian ,0,15.1,2,19.5,Snow,Autumn,0,1
39,4.8,0.0424264068711819,170,Fog,Medium,motorcycle ,Other,0,20.5,37,15.7,Fog,Spring,0,1
22,4.7,0.0707106781186633,95,Clear,Medium,van,Metropolitian ,0,1.8,93,11.6,Rain,Winter,1,1
20,4.6,0.1272792206135808,190,Clear,Medium,motorcycle ,Metropolitian ,0,29.4,0,0.5,Clear,Autumn,0,1
36,4.0,0.098994949366112,185,Fog,Medium,motorcycle ,Metropolitian ,0,16.3,7,16.5,Fog,Winter,1,1
30,4.9,0.1838477631085009,135,Clear,Medium,motorcycle ,Metropolitian ,0,11.4,12,3.5,Cloudy,Winter,0,1
23,4.1,0.0282842712474587,115,Clear,Medium,motorcycle ,Metropolitian ,0,19.1,83,1.1,Clear,Winter,0,1
38,4.2,0.0565685424949301,155,Clear,Medium,motorcycle ,Urban ,0,20.4,69,17.0,Fog,Spring,0,1
30,4.7,0.098994949366112,150,Clear,Medium,scooter ,Metropolitian ,0,-3.3,49,11.3,Cloudy,Autumn,1,1
38,4.5,0.1131370849898451,29,Clear,Medium,motorcycle ,Metropolitian ,0,35.0,7,2.6,Snow,Spring,0,0
37,4.7,0.0848528137423864,145,Clear,Medium,motorcycle ,Metropolitian ,0,9.6,29,7.7,Clear,Spring,1,1
25,4.9,0.1555634918610497,130,Fog,Medium,scooter ,Metropolitian ,0,-2.5,39,1.7,Fog,Summer,0,1
27,4.6,0.0565685424949175,75,Clear,Medium,motorcycle ,Metropolitian ,0,29.1,78,12.8,Storm,Autumn,0,1
27,4.6,0.0707106781186633,135,Fog,Medium,motorcycle ,Urban ,0,34.7,73,5.6,Snow,Summer,1,1
39,4.0,0.1555641989694286,215,Fog,Medium,motorcycle ,Metropolitian ,0,27.7,32,17.3,Cloudy,Winter,0,1
24,4.1,0.0282842712474587,130,Clear,Medium,motorcycle ,Metropolitian ,0,29.1,72,7.2,Storm,Autumn,1,1
31,5.0,0.1838477631085023,75,Clear,Medium,scooter ,Metropolitian ,0,20.0,51,9.9,Rain,Autumn,0,1
27,4.6,0.0424264068711944,85,Clear,Medium,scooter ,Metropolitian ,0,31.9,32,1.3,Snow,Spring,0,1
37,4.8,0.0565685424949175,160,Clear,Medium,scooter ,Metropolitian ,0,-3.6,72,5.5,Snow,Winter,1,1
24,4.7,0.0565685424949175,135,Clear,Medium,scooter ,Metropolitian ,0,25.7,77,13.5,Fog,Spring,1,1
30,4.9,0.1555634918610404,120,Clear,Medium,motorcycle ,Metropolitian ,0,21.8,95,14.7,Fog,Summer,0,1
22,3.1,0.1838477631084997,200,Clear,Medium,scooter ,Metropolitian ,0,-3.0,36,4.9,Cloudy,Winter,0,1
39,4.0,0.0282842712474612,170,Clear,Medium,scooter ,Metropolitian ,0,16.8,69,10.1,Snow,Spring,0,1
31,4.5,0.1131370849898451,245,Fog,Medium,motorcycle ,Metropolitian ,0,15.6,68,16.4,Fog,Spring,0,1
31,4.7,0.0282842712474619,150,Clear,Medium,scooter ,Urban ,0,22.7,3,7.6,Rain,Spring,0,1
26,4.3,0.1838477631085085,180,Fog,Medium,scooter ,Metropolitian ,0,-1.9,59,2.7,Fog,Winter,0,1
27,4.4,0.1979898987322341,160,Fog,Medium,scooter ,Metropolitian ,0,27.2,79,8.6,Snow,Summer,1,1
39,4.1,0.0848528137423864,155,Clear,Medium,scooter ,Metropolitian ,0,0.6,73,12.0,Clear,Autumn,1,1
25,4.6,0.1272792206135808,90,Clear,Medium,motorcycle ,Metropolitian ,0,11.7,30,0.1,Storm,Spring,0,1
21,5.0,0.0707106781186532,75,Fog,Medium,motorcycle ,Urban ,0,30.3,94,7.0,Snow,Winter,1,1
34,3.5,0.1131370849898451,185,Clear,Medium,scooter ,Metropolitian ,0,17.4,13,12.1,Rain,Autumn,0,1
32,4.9,0.1131370849898477,125,Clear,Medium,motorcycle ,Metropolitian ,0,10.2,76,19.0,Snow,Spring,0,1
27,4.9,0.0848528137423864,95,Clear,Medium,motorcycle ,Metropolitian ,0,-3.1,59,8.2,Rain,Winter,1,1
37,4.8,0.0282842712474688,145,Clear,Medium,motorcycle ,Metropolitian ,0,21.9,67,3.3,Snow,Summer,1,1
36,4.8,0.0707106781186547,90,Clear,Medium,van,Other,0,34.5,25,10.7,Storm,Spring,0,1
22,4.7,0.1131370849898451,140,Clear,Medium,scooter ,Urban ,0,31.5,23,5.7,Storm,Winter,1,1
26,4.5,0.098994949366122,130,Clear,Medium,scooter ,Metropolitian ,0,23.7,55,4.3,Rain,Spring,0,1
26,5.0,0.1838477631085085,105,Clear,Medium,motorcycle ,Metropolitian ,0,-0.8,8,11.8,Snow,Winter,1,1
30,4.8,0.1555634918610404,180,Clear,Medium,scooter ,Metropolitian ,0,4.6,34,18.3,Storm,Summer,0,1
27,4.9,0.1838477631084984,90,Clear,Medium,motorcycle ,Urban ,0,2.5,78,16.7,Cloudy,Summer,1,1
34,5.0,0.0848528137423876,155,Clear,Medium,motorcycle ,Metropolitian ,0,9.2,23,3.6,Snow,Winter,0,1
25,4.8,0.0424264068711944,130,Fog,Medium,motorcycle ,Metropolitian ,0,4.4,30,15.3,Storm,Autumn,0,1
22,4.5,0.1555634918610421,75,Clear,Medium,scooter ,Metropolitian ,0,4.8,82,4.6,Clear,Summer,0,1
30,4.7,0.1272792206135808,90,Clear,Medium,scooter ,Metropolitian ,0,19.7,65,5.8,Clear,Spring,0,1
35,4.9,0.1272792206135808,210,Fog,Medium,van,Metropolitian ,0,7.7,65,18.4,Cloudy,Summer,0,1
27,5.0,0.0565685424949276,33,Fog,Medium,motorcycle ,Metropolitian ,0,22.1,40,18.2,Storm,Spring,1,1
33,5.0,0.0989956564754293,140,Clear,Medium,motorcycle ,Urban ,0,32.9,35,3.4,Clear,Summer,1,1
23,4.7,0.098994949366112,190,Fog,Medium,motorcycle ,Urban ,0,20.5,33,1.3,Snow,Summer,0,1
36,4.8,0.070710678118662,75,Clear,Medium,scooter ,Other,0,25.1,38,5.9,Fog,Spring,1,1
36,4.9,0.1272792206135808,130,Clear,Medium,motorcycle ,Metropolitian ,0,25.1,82,11.6,Storm,Summer,0,1
37,4.6,0.0848528137423864,130,Clear,Medium,motorcycle ,Metropolitian ,0,8.2,22,17.5,Cloudy,Spring,0,1
27,4.5,0.0707106781186633,105,Clear,Medium,motorcycle ,Metropolitian ,0,-4.4,79,2.4,Storm,Spring,1,1
31,4.1,0.1555634918610396,185,Clear,Medium,scooter ,Metropolitian ,0,-2.8,43,8.3,Rain,Summer,0,1
23,4.6,0.0141421356237231,90,Clear,Medium,scooter ,Metropolitian ,0,6.3,69,5.4,Rain,Summer,1,1
22,4.9,0.0848528137423763,120,Clear,Medium,scooter ,Metropolitian ,0,22.6,57,0.3,Clear,Spring,1,1
32,4.6,0.0707106781186532,145,Clear,Medium,motorcycle ,Metropolitian ,0,31.3,58,15.8,Rain,Winter,0,1
35,4.5,0.0707106781186532,125,Clear,Medium,motorcycle ,Metropolitian ,0,33.4,25,16.3,Cloudy,Summer,0,1
26,4.7,0.0848528137423864,50,Clear,Medium,van,Urban ,0,-4.0,21,4.4,Clear,Autumn,0,1
24,4.9,0.1838477631085097,100,Clear,Medium,scooter ,Metropolitian ,0,34.6,87,3.0,Cloudy,Summer,1,1
27,4.9,0.1272792206135808,110,Clear,Medium,motorcycle ,Metropolitian ,0,7.9,39,2.9,Snow,Winter,0,1
22,4.5,0.098994949366122,95,Clear,Medium,scooter ,Metropolitian ,0,28.7,84,9.3,Cloudy,Winter,0,1
26,4.8,0.0565685424949276,80,Clear,Medium,motorcycle ,Metropolitian ,0,2.2,93,4.9,Rain,Summer,0,1
38,4.9,0.0707106781186633,90,Fog,Medium,motorcycle ,Urban ,0,-2.5,10,10.2,Snow,Summer,0,1
24,4.7,0.0848528137423864,80,Clear,Medium,motorcycle ,Urban ,0,10.1,8,7.7,Rain,Autumn,1,1
22,4.3,0.098994949366122,155,Clear,Medium,van,Metropolitian ,0,29.4,11,4.2,Cloudy,Summer,0,1
31,4.7,0.0565685424949175,175,Clear,Medium,motorcycle ,Metropolitian ,0,3.8,25,15.0,Rain,Winter,1,1
22,4.2,0.0282842712474587,110,Clear,Medium,motorcycle ,Metropolitian ,0,1.2,37,3.0,Rain,Autumn,0,1
37,4.9,0.0848528137423876,75,Fog,Medium,scooter ,Urban ,0,31.4,2,16.0,Rain,Summer,0,1
33,5.0,0.0707106781186532,95,Fog,Medium,motorcycle ,Metropolitian ,0,32.5,96,11.2,Storm,Autumn,0,1
33,4.9,0.0707106781186519,90,Clear,Medium,motorcycle ,Metropolitian ,0,-4.5,14,16.6,Snow,Autumn,1,1
21,4.9,0.0848528137423864,90,Clear,Medium,motorcycle ,Metropolitian ,0,24.1,46,0.1,Snow,Winter,0,1
21,4.4,0.0707106781186532,95,Clear,Medium,motorcycle ,Metropolitian ,0,7.4,4,15.0,Snow,Winter,0,1
35,4.9,0.0848528137423857,225,Clear,Medium,motorcycle ,Metropolitian ,0,10.0,53,1.0,Cloudy,Spring,0,1
20,4.3,0.1272792206135808,175,Fog,Medium,scooter ,Metropolitian ,0,13.8,23,19.0,Fog,Winter,0,1
22,4.8,0.0424264068711932,110,Clear,Medium,scooter ,Metropolitian ,0,12.1,10,14.1,Cloudy,Spring,0,1
30,4.7,0.0282842712474688,135,Clear,Medium,motorcycle ,Metropolitian ,0,15.6,32,6.4,Snow,Winter,0,1
38,4.4,0.1838477631085009,205,Fog,Medium,van,Urban ,0,18.3,86,6.4,Clear,Winter,0,1
37,4.7,0.0424264068711932,85,Fog,Medium,scooter ,Metropolitian ,0,13.6,73,17.2,Rain,Spring,0,1
25,4.6,0.098994949366112,90,Clear,Medium,scooter ,Metropolitian ,0,23.1,56,18.1,Rain,Spring,1,1
35,4.9,0.1555634918610396,210,Fog,Medium,motorcycle ,Urban ,0,23.7,51,17.8,Fog,Spring,0,1
21,4.6,0.1555634918610409,145,Clear,Medium,motorcycle ,Metropolitian ,0,12.6,63,16.2,Clear,Autumn,0,1
32,4.2,0.0141421356237243,115,Clear,Medium,motorcycle ,Metropolitian ,0,0.7,42,16.4,Storm,Spring,0,1
37,4.9,0.1272792206135785,49,Clear,Medium,motorcycle ,Metropolitian ,0,20.6,91,11.5,Cloudy,Autumn,0,1
24,4.7,0.0424264068711932,80,Fog,Medium,van,Urban ,0,25.9,80,0.6,Storm,Autumn,0,1
26,4.6,0.0282842712474587,70,Clear,Medium,van,Metropolitian ,0,20.5,43,1.7,Clear,Spring,0,1
32,3.8,0.1131370849898477,175,Fog,Medium,scooter ,Metropolitian ,0,18.5,89,13.0,Fog,Spring,0,1
36,4.6,0.0707106781186532,145,Clear,Medium,motorcycle ,Metropolitian ,0,4.2,88,8.0,Clear,Spring,0,1
25,4.6,0.0565685424949301,95,Clear,Medium,scooter ,Metropolitian ,0,20.8,35,11.3,Fog,Winter,0,1
37,4.9,0.0707106781186633,195,Fog,Medium,scooter ,Other,0,8.4,11,4.6,Storm,Winter,1,1
39,4.9,0.0848528137423864,170,Clear,Medium,motorcycle ,Metropolitian ,0,31.8,55,13.0,Storm,Spring,1,1
25,4.6,0.0848528137423889,80,Clear,Medium,motorcycle ,Metropolitian ,0,21.1,2,4.9,Clear,Summer,1,1
28,4.5,0.0141421356237331,80,Clear,Medium,scooter ,Urban ,0,6.1,49,9.2,Clear,Spring,0,1
25,5.0,0.1838477631084997,50,Clear,Medium,scooter ,Other,0,13.9,28,9.6,Rain,Summer,0,1
24,4.6,0.0282842712474688,55,Clear,Medium,motorcycle ,Urban ,0,28.9,87,3.6,Fog,Winter,1,1
25,4.8,0.0848528137423864,125,Clear,Medium,scooter ,Urban ,0,8.4,82,17.5,Rain,Winter,0,1
20,4.3,0.0141421356237356,105,Clear,Medium,motorcycle ,Urban ,0,16.0,76,10.5,Cloudy,Summer,0,1
22,4.7,0.1272792206135808,65,Clear,Medium,motorcycle ,Other,0,22.2,15,17.3,Cloudy,Winter,0,1
36,4.8,0.0848535208521145,145,Clear,Medium,motorcycle ,Metropolitian ,0,25.2,39,5.3,Clear,Spring,0,1
21,4.6,0.098994949366122,215,Fog,Medium,motorcycle ,Metropolitian ,0,2.0,26,3.4,Storm,Summer,1,1
38,4.9,0.0282842712474587,85,Clear,Medium,motorcycle ,Metropolitian ,0,17.6,69,0.4,Cloudy,Summer,1,1
35,4.6,0.0424264068711932,160,Clear,Medium,motorcycle ,Metropolitian ,0,31.5,41,1.9,Cloudy,Autumn,1,1
39,4.6,0.1272792206135808,130,Clear,Medium,motorcycle ,Metropolitian ,0,33.7,56,2.9,Rain,Winter,1,1
37,4.8,0.1131370849898451,260,Clear,Medium,motorcycle ,Metropolitian ,0,21.2,9,1.6,Rain,Summer,0,1
25,4.7,0.1131370849898464,75,Clear,Medium,motorcycle ,Metropolitian ,0,34.3,37,17.9,Cloudy,Summer,1,1
30,4.2,0.0424264068711944,165,Clear,Medium,motorcycle ,Metropolitian ,0,17.8,7,18.2,Clear,Summer,0,1
39,4.6,0.070710678118662,95,Clear,Medium,motorcycle ,Urban ,0,12.7,17,18.7,Rain,Winter,0,1
30,4.9,0.070710678118662,140,Clear,Medium,motorcycle ,Metropolitian ,0,17.1,95,19.2,Cloudy,Summer,0,1
38,4.0,0.1555634918610409,215,Clear,Medium,motorcycle ,Urban ,0,-0.4,16,9.8,Storm,Summer,1,1
22,4.4,0.0141421356237356,80,Clear,Medium,motorcycle ,Metropolitian ,0,11.1,57,10.6,Rain,Spring,1,1
27,4.5,0.1555634918610396,105,Fog,Medium,motorcycle ,Metropolitian ,0,13.3,65,2.6,Cloudy,Spring,0,1
25,4.2,0.0565685424949276,215,Clear,Medium,motorcycle ,Metropolitian ,0,28.9,43,2.7,Fog,Autumn,0,1
24,4.6,0.0707106781186547,70,Clear,Medium,motorcycle ,Urban ,0,25.3,83,15.5,Rain,Summer,0,1
36,4.9,0.0141421356237356,105,Clear,Medium,scooter ,Urban ,0,19.1,73,17.1,Fog,Winter,0,1
27,4.8,0.1131370849898552,205,Clear,Medium,motorcycle ,Metropolitian ,0,8.9,8,15.7,Rain,Autumn,0,1
34,4.8,0.0707106781186633,125,Clear,Medium,van,Metropolitian ,0,2.5,47,16.7,Rain,Autumn,1,1
34,4.7,0.1555634918610509,180,Clear,Medium,scooter ,Metropolitian ,0,8.9,38,5.5,Snow,Autumn,0,1
29,4.5,0.0424264068711944,95,Clear,Medium,motorcycle ,Metropolitian ,0,22.2,88,9.3,Snow,Summer,0,1
25,2.7,0.1555634918610396,185,Clear,Medium,motorcycle ,Metropolitian ,0,5.5,88,9.2,Fog,Autumn,1,1
37,4.5,0.1838477631084997,140,Clear,Medium,scooter ,Metropolitian ,0,12.1,87,19.9,Clear,Winter,0,1
27,4.8,0.0424264068711944,145,Clear,Medium,motorcycle ,Metropolitian ,0,10.5,5,19.0,Cloudy,Spring,0,1
39,4.8,0.0848528137423864,115,Clear,Medium,scooter ,Metropolitian ,0,25.6,29,12.0,Clear,Spring,1,1
34,4.3,0.0141421356237231,100,Clear,Medium,motorcycle ,Metropolitian ,0,30.4,73,2.8,Clear,Summer,1,1
27,4.9,0.0565685424949301,65,Clear,Medium,motorcycle ,Metropolitian ,0,23.0,94,5.2,Snow,Winter,0,1
28,5.0,0.0141421356237344,120,Clear,Medium,scooter ,Metropolitian ,0,8.7,17,7.3,Cloudy,Winter,0,1
24,4.8,0.098994949366122,140,Clear,Medium,motorcycle ,Metropolitian ,0,12.3,42,17.5,Snow,Winter,0,1
38,4.6,0.0848528137423864,135,Fog,Medium,motorcycle ,Metropolitian ,0,0.7,32,3.4,Snow,Summer,0,1
36,4.1,0.1131377920988368,255,Clear,Medium,motorcycle ,Metropolitian ,0,1.7,52,4.4,Snow,Winter,0,1
26,4.6,0.098994949366112,80,Clear,Medium,motorcycle ,Metropolitian ,0,1.6,55,7.0,Storm,Spring,0,1
20,4.8,0.0424264068711928,130,Clear,Medium,motorcycle ,Metropolitian ,0,0.2,18,18.5,Clear,Winter,1,1
36,4.8,0.0707106781186532,140,Clear,Medium,motorcycle ,Metropolitian ,0,2.2,86,10.1,Clear,Winter,0,1
29,4.6,0.0848528137423864,100,Clear,Medium,motorcycle ,Metropolitian ,0,3.1,68,12.9,Clear,Summer,0,1
38,4.9,0.0424264068711944,170,Clear,Medium,scooter ,Metropolitian ,0,-0.5,25,7.7,Storm,Autumn,0,1
24,4.8,0.1131370849898477,75,Clear,Medium,scooter ,Metropolitian ,0,20.6,28,3.8,Rain,Autumn,0,1
20,4.9,0.1272792206135785,120,Clear,Medium,motorcycle ,Metropolitian ,0,34.6,23,4.5,Fog,Summer,0,1
24,4.5,0.1131370849898477,65,Clear,Medium,van,Metropolitian ,0,30.2,5,16.1,Fog,Summer,1,1
23,5.0,0.098994949366112,100,Clear,Medium,motorcycle ,Metropolitian ,0,-3.2,53,17.9,Storm,Summer,0,1
38,4.4,0.0989949493661195,160,Clear,Medium,scooter ,Metropolitian ,0,11.9,38,9.9,Clear,Summer,0,1
33,4.9,0.0707106781186633,160,Clear,Medium,scooter ,Metropolitian ,0,29.4,3,7.1,Fog,Winter,0,1
20,4.7,0.0141421356237331,135,Fog,Medium,motorcycle ,Metropolitian ,0,0.4,57,16.2,Storm,Winter,0,1
35,5.0,0.0282842712474587,85,Fog,Medium,scooter ,Metropolitian ,0,28.9,47,13.5,Snow,Autumn,0,1
38,4.8,0.0848528137423763,185,Clear,Medium,motorcycle ,Metropolitian ,0,18.7,59,0.8,Cloudy,Summer,0,1
20,4.9,0.1838477631084984,170,Clear,Medium,motorcycle ,Metropolitian ,0,32.3,25,7.0,Fog,Summer,0,1
